診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,660433031,スクロードパスタ,ｇ,2699801V1050,11.0 ,1,"1,338,581 ",-,-,"1,438 ","1,920 ","3,330 ","2,633 ","5,120 ","7,330 ","10,018 ","22,573 ","23,445 ","19,655 ","47,415 ","49,270 ","56,250 ","60,754 ","77,350 ","87,590 ","43,170 ","8,810 ","1,200 ",-,-,"1,120 ",-,"1,140 ","1,413 ","1,315 ","1,425 ","3,126 ","7,245 ","10,100 ","7,758 ","20,850 ","25,505 ","52,785 ","57,481 ","135,187 ","173,495 ","184,772 ","98,800 ","23,970 "
,,622574601,アダパレンゲル０．１％「ＹＤ」,ｇ,2699711Q1051,48.1 ,1,"999,280 ",-,-,"47,295 ","153,405 ","73,468 ","38,420 ","19,942 ","12,483 ","5,900 ","4,455 ","4,945 ","1,448 ",-,"1,980 ",-,-,-,-,-,-,-,-,-,"79,265 ","165,616 ","143,531 ","101,417 ","58,278 ","36,935 ","20,794 ","12,950 ","5,680 ","1,725 ",-,"1,360 ","1,310 ","1,590 ",-,-,-,-,-
,,620002324,ボンアルファ軟膏２μｇ／ｇ　０．０００２％,ｇ,2691700M1053,91.4 ,0,"967,372 ","14,947 ","13,393 ","11,303 ","5,692 ","8,453 ","14,204 ","12,949 ","15,416 ","23,546 ","36,897 ","38,241 ","41,023 ","52,018 ","58,074 ","66,325 ","53,283 ","45,599 ","22,498 ","8,056 ",-,-,"11,652 ","14,842 ","10,585 ","5,976 ","5,759 ","7,991 ","11,134 ","13,718 ","19,347 ","29,600 ","30,877 ","31,888 ","34,465 ","51,589 ","40,521 ","39,373 ","27,926 ","20,827 ","12,824 ","3,321 ",-
,,660462006,ボンアルファハイ軟膏２０μｇ／ｇ　０．００２％,ｇ,2691700M2025,212.3 ,0,"886,351 ",-,"2,662 ","2,223 ","3,442 ","3,159 ","7,255 ","9,685 ","20,710 ","31,632 ","50,265 ","57,312 ","57,011 ","65,914 ","72,274 ","78,950 ","64,386 ","41,399 ","21,359 ","6,947 ","2,710 ",-,-,"5,332 ","8,523 ","2,521 ","2,671 ","4,164 ","7,390 ","12,270 ","20,107 ","25,657 ","19,650 ","19,588 ","26,869 ","32,964 ","33,220 ","24,898 ","19,447 ","12,773 ","6,717 ",-,-
,,620003869,ボンアルファハイローション２０μｇ／ｇ　０．００２％,ｇ,2691700Q2027,212.3 ,0,"796,640 ",-,-,"1,286 ","2,240 ","4,720 ","10,023 ","19,315 ","27,260 ","43,745 ","55,305 ","63,085 ","46,040 ","50,015 ","65,335 ","60,400 ","48,050 ","27,100 ","11,350 ","2,321 ",-,-,-,-,"2,315 ","3,040 ","4,375 ","5,585 ","8,045 ","12,905 ","19,475 ","26,455 ","17,805 ","24,120 ","24,580 ","24,075 ","26,425 ","26,825 ","16,805 ","8,920 ","4,280 ",-,-
,,622181801,タクロリムス軟膏０．１％「イワキ」,ｇ,2699709M1052,59.0 ,1,"589,540 ",-,-,"1,266 ","18,694 ","34,184 ","39,885 ","43,333 ","50,831 ","44,411 ","36,934 ","26,928 ","13,954 ","11,985 ","15,538 ","13,555 ","13,202 ","7,709 ","3,938 ",-,-,-,-,-,"1,488 ","9,790 ","15,439 ","16,847 ","18,246 ","22,785 ","24,352 ","27,801 ","20,091 ","9,509 ","9,289 ","9,158 ","9,012 ","7,880 ","5,815 ","3,558 ","1,222 ",-,-
,,622583201,アダパレンゲル０．１％「共創未来」,ｇ,2699711Q1060,48.1 ,1,"553,477 ",-,-,"29,745 ","82,808 ","46,346 ","20,817 ","10,095 ","7,533 ","3,097 ","3,275 ",-,-,"1,095 ",-,-,-,-,-,-,-,-,-,-,"46,507 ","93,625 ","76,540 ","55,419 ","30,650 ","18,094 ","9,753 ","7,290 ","2,680 ",-,-,-,"1,110 ",-,-,-,-,-,-
,,622606401,アダパレンクリーム０．１％「ニプロ」,ｇ,2699711N1020,48.1 ,1,"493,081 ",-,-,"25,450 ","70,362 ","29,656 ","13,963 ","7,460 ","3,945 ","2,595 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"47,245 ","79,811 ","71,271 ","54,673 ","34,179 ","19,912 ","13,097 ","6,955 ","2,498 ","1,680 ","1,050 ",-,-,-,-,-,-,-,-
,,621297901,ポビドリンパスタ軟膏,ｇ,2699801V1130,11.0 ,1,"471,535 ",-,-,-,"1,025 ","2,030 ","2,555 ","2,440 ","3,415 ","11,800 ","12,940 ","13,575 ","9,100 ","14,030 ","9,970 ","16,040 ","19,310 ","20,450 ","26,620 ","18,540 ","1,130 ",-,"1,430 ",-,-,-,-,-,-,"3,585 ","5,235 ","1,840 ","3,695 ","2,255 ","4,210 ","8,915 ","19,260 ","25,935 ","38,605 ","52,860 ","69,055 ","35,760 ","9,290 "
,,620002323,ボンアルファクリーム２μｇ／ｇ　０．０００２％,ｇ,2691700N1059,91.4 ,0,"471,157 ","2,465 ","5,959 ","5,522 ","5,432 ","5,056 ","5,641 ","5,959 ","7,197 ","10,179 ","12,979 ","13,485 ","13,557 ","18,427 ","19,802 ","23,174 ","24,751 ","17,110 ","7,425 ","2,090 ",-,-,"3,106 ","4,745 ","6,194 ","6,189 ","7,940 ","10,123 ","11,913 ","11,209 ","14,696 ","18,923 ","15,349 ","17,071 ","16,672 ","23,613 ","26,515 ","28,562 ","22,964 ","12,548 ","4,810 ","1,320 ",-
,,622525201,マキサカルシトール軟膏２５μｇ／ｇ「ＣＨ」　０．００２５％,ｇ,2691702M1079,60.7 ,1,"401,744 ",-,"1,307 ","1,316 ","2,146 ","2,398 ","4,166 ","11,924 ","10,857 ","18,596 ","27,437 ","26,480 ","32,870 ","38,939 ","34,759 ","31,140 ","20,492 ","11,914 ","3,265 ","2,775 ",-,-,-,"1,482 ","1,214 ",-,"2,049 ","4,968 ","3,270 ","5,191 ","7,512 ","8,970 ","12,094 ","9,796 ","12,346 ","10,463 ","12,010 ","11,944 ","6,130 ","3,250 ","1,290 ","2,150 ",-
,,620002325,ボンアルファローション２μｇ／ｇ　０．０００２％,ｇ,2691700Q1047,91.4 ,0,"397,880 ",-,"1,845 ","1,385 ","2,633 ","2,235 ","3,830 ","6,935 ","11,043 ","21,310 ","25,915 ","29,632 ","22,180 ","22,650 ","39,413 ","29,845 ","23,450 ","16,780 ","9,885 ","1,340 ",-,-,-,"2,250 ","3,685 ","2,220 ","2,825 ","3,185 ","3,995 ","6,435 ","9,615 ","10,041 ","9,405 ","12,235 ","8,753 ","11,630 ","10,885 ","10,370 ","9,520 ","3,810 ","3,000 ",-,-
,,620003055,ヨードコート軟膏０．９％,ｇ,2699704M1033,66.2 ,0,"384,286 ",-,-,-,"1,230 ","1,600 ","4,020 ","3,870 ","4,535 ","9,555 ","9,575 ","6,115 ","8,050 ","7,827 ","13,483 ","18,000 ","16,985 ","15,929 ","26,974 ","13,810 ","5,465 ",-,-,-,-,-,-,-,-,"1,265 ","1,710 ","3,305 ","5,975 ","4,685 ","13,485 ","8,475 ","8,746 ","20,625 ","31,863 ","38,575 ","37,308 ","27,060 ","8,720 "
,,620004790,アルファタカシル軟膏２μｇ／ｇ　０．０００２％,ｇ,2691700M1061,49.3 ,1,"358,670 ","4,135 ","3,465 ","2,009 ",-,"2,870 ","6,209 ","5,288 ","13,452 ","13,742 ","26,253 ","17,327 ","20,509 ","19,663 ","31,797 ","23,808 ","14,965 ","10,565 ","7,708 ","3,312 ",-,-,"2,738 ","3,150 ","2,117 ","11,695 ","1,305 ","2,970 ","3,152 ","6,130 ","7,616 ","9,618 ","8,134 ","11,682 ","11,247 ","12,726 ","9,581 ","10,571 ","7,697 ","5,989 ","1,550 ",-,-
,,620004807,ソルコセリル軟膏５％,ｇ,2699950M1030,11.2 ,0,"293,212 ","2,747 ","2,132 ",-,"1,129 ","1,407 ","1,832 ","4,975 ","7,823 ","5,430 ","6,624 ","3,648 ","8,865 ","5,032 ","6,106 ","12,016 ","12,549 ","15,748 ","14,047 ","8,674 ","2,435 ",-,"2,759 ","2,054 ","1,813 ","1,143 ","2,469 ","2,592 ","2,989 ","3,496 ","4,715 ","6,451 ","5,386 ","6,531 ","5,103 ","8,998 ","12,534 ","12,920 ","22,555 ","26,554 ","25,791 ","9,007 ","2,740 "
,,622594501,アダパレンゲル０．１％「ＪＧ」,ｇ,2699711Q1035,48.1 ,1,"244,944 ",-,-,"7,725 ","29,760 ","20,055 ","13,807 ","7,500 ","4,102 ","2,600 ","1,155 ","1,185 ","2,295 ",-,-,-,-,-,-,-,-,-,-,-,"14,665 ","33,998 ","34,075 ","28,546 ","13,927 ","9,645 ","6,361 ","3,615 ","2,220 ",-,-,-,"1,395 ","1,365 ",-,-,-,-,-
,,622576701,アダパレンゲル０．１％「テイコク」,ｇ,2699711Q1078,48.1 ,1,"147,095 ",-,-,"5,670 ","22,280 ","15,060 ","5,085 ","2,775 ","1,680 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,850 ","25,605 ","23,925 ","14,595 ","9,090 ","4,215 ","2,415 ","2,160 ",-,-,-,-,-,-,-,-,-,-,-
,,620004276,ユーパスタコーワ軟膏分包８ｇ,ｇ,2699801V2030,27.5 ,0,"140,489 ",-,-,-,-,-,-,-,"1,752 ",-,-,-,-,-,"3,592 ","2,038 ","7,672 ","11,270 ","6,284 ","7,188 ","2,368 ",-,-,-,-,-,-,-,-,-,-,-,"1,202 ",-,"5,368 ","2,488 ","8,022 ","7,154 ","10,946 ","26,440 ","20,790 ","10,956 ","1,152 "
,,620004789,アルファタカシルクリーム２μｇ／ｇ　０．０００２％,ｇ,2691700N1067,49.3 ,1,"138,114 ",-,"2,158 ","1,783 ","1,193 ","1,035 ","1,138 ","3,029 ","2,323 ","3,636 ","5,077 ","4,977 ","4,776 ","4,677 ","8,920 ","6,310 ","7,014 ","4,154 ","3,173 ",-,-,-,-,"1,876 ","2,504 ","1,372 ","1,642 ","1,817 ","3,360 ","3,632 ","3,426 ","5,400 ","4,381 ","3,423 ","4,533 ","8,903 ","7,371 ","6,170 ","4,881 ","3,985 ","1,209 ",-,-
,,620007663,ソアナース軟膏,ｇ,2699801V1122,27.5 ,0,"135,578 ",-,-,-,-,"2,230 ",-,-,-,"1,145 ","1,770 ","1,335 ","2,375 ","1,544 ","2,670 ","5,321 ","10,940 ","6,375 ","4,260 ","3,888 ","1,570 ",-,-,-,"1,600 ","1,040 ",-,-,-,-,-,-,"1,165 ","1,790 ","1,095 ","3,785 ","3,780 ","9,070 ","15,750 ","18,840 ","16,080 ","8,190 ",-
,,660451001,フィブラストスプレー５００　５００μｇ（溶解液付）,瓶,2699710R2024,"9,107.9 ",0,"119,641 ","1,530 ",-,-,-,-,-,-,"1,299 ","2,156 ","3,125 ","3,093 ","3,485 ","4,283 ","5,805 ","6,117 ","6,329 ","5,677 ","4,650 ","2,295 ",-,-,"1,299 ",-,-,-,-,-,-,"1,154 ","1,500 ","1,848 ","2,169 ","2,488 ","3,027 ","4,697 ","5,940 ","7,346 ","9,221 ","9,711 ","7,137 ","2,830 ",-
,,622595501,アダパレンゲル０．１％「日新」,ｇ,2699711Q1086,48.1 ,1,"119,140 ",-,-,"5,830 ","18,900 ","10,485 ","4,230 ","2,535 ","1,125 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,450 ","20,495 ","17,295 ","10,885 ","7,470 ","3,585 ","2,385 ","1,110 ",-,-,-,-,-,-,-,-,-,-,-
,,620009593,カデックス軟膏分包４５ｍｇ　０．９％,ｇ,2699704M2021,65.2 ,0,"82,715 ",-,-,-,-,-,-,-,-,-,"1,900 ","4,775 ",-,"2,050 ","3,555 ","5,280 ","3,995 ","7,980 ","3,965 ","5,825 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,610 ",-,"4,190 ","2,085 ","10,465 ","6,335 ","6,600 ","4,475 ","1,145 "
,,620007622,カデックス外用散０．９％,ｇ,2699704W1042,65.2 ,0,"78,586 ",-,-,-,-,-,-,-,-,"1,415 ",-,"1,261 ","2,028 ","5,911 ","3,464 ","2,176 ","6,269 ","2,505 ","4,410 ","2,600 ",-,-,-,-,-,-,-,-,-,-,-,-,"1,462 ","1,599 ","1,526 ","3,775 ","2,953 ","4,610 ","6,491 ","7,875 ","7,202 ","3,206 ",-
,,660463021,ドルミジンパスタ,ｇ,2699801V1084,11.0 ,1,"70,723 ",-,-,-,-,-,-,-,"1,195 ","1,065 ",-,"1,375 ",-,"1,955 ","5,310 ","2,990 ","5,450 ","3,035 ","4,410 ","1,465 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,930 ",-,"3,635 ","4,460 ","6,675 ","10,125 ","7,285 ",-
,,620009594,カデックス軟膏分包１５３ｍｇ　０．９％,ｇ,2699704M3028,65.2 ,0,"62,708 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,497 ","6,137 ","2,788 ","2,431 ","1,513 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,564 ",-,"2,805 ","1,649 ","3,553 ","5,882 ","15,589 ","4,454 ","1,751 ",-
,,660451000,フィブラストスプレー２５０　２５０μｇ（溶解液付）,瓶,2699710R1028,"7,314.1 ",0,"53,182 ",-,-,-,-,-,-,-,-,-,"1,058 ","1,365 ","1,106 ","1,591 ","1,792 ","2,053 ","2,572 ","2,732 ","2,295 ","1,070 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,322 ","1,727 ","2,092 ","3,105 ","4,110 ","4,866 ","3,837 ","1,905 ",-
,,622166001,タクロリムス軟膏０．１％「ＮＰ」,ｇ,2699709M1036,59.0 ,1,"46,631 ",-,-,-,-,"1,525 ","1,820 ","4,313 ","5,190 ","3,767 ","3,307 ","1,880 ","1,800 ","1,400 ",-,"1,005 ","1,035 ",-,-,-,-,-,-,-,-,-,"1,410 ","1,406 ","1,044 ","2,145 ","2,059 ","1,836 ","1,437 ","1,280 ","1,276 ",-,-,-,-,-,-,-,-
,,622586401,アダパレンゲル０．１％「ＴＣＫ」,ｇ,2699711Q1043,48.1 ,1,"27,529 ",-,-,"1,690 ","6,105 ","2,040 ","1,480 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,722 ","3,780 ","2,507 ","2,080 ","1,825 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660454002,オクソラレンローション１％,ｍＬ,2699701Q2038,40.4 ,0,"18,194 ",-,-,-,-,-,-,-,-,-,-,"1,950 ","1,470 ","1,305 ","1,500 ",-,"2,370 ","1,233 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,400 ",-,-,-,"1,200 ",-,-,"1,080 ",-,-,-,-
,,662690003,オクソラレン軟膏０．３％,ｇ,2699701M1021,23.9 ,0,"16,298 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,900 ","1,250 ","1,460 ","1,000 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,032 ","1,318 ","1,226 ",-,-,-,-,-
,,662690008,オクソラレンローション０．３％,ｍＬ,2699701Q1023,23.9 ,0,"14,440 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,290 ","1,320 ","2,100 ","1,045 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,030 ",-,-,-,-,-,-
,,621479001,ネオヨジンシュガーパスタ軟膏,ｇ,2699801V1157,11.0 ,1,"1,600 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000 ",-,-,-,-,-,-,-
,,620004222,ソアナース軟膏分包８ｇ,ｇ,2699801V2021,27.5 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
332,止血剤,620805101,アルト原末　１ｇ,管,3326700X2030,294.4 ,0,"5,880 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,520 ",-,"1,543 ",-,-,-
,,660470006,トロンビン液モチダ　ソフトボトル１万　１０，０００単位１０ｍＬ,キット,3323702Q3020,"1,293.8 ",0,"1,279 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320013,スポンゼル　５ｃｍ×２．５ｃｍ,枚,3322700X1026,240.5 ,0,"1,137 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660433021,サージセル・アブソーバブル・ヘモスタット　綿型５．１×２．５ｃｍ,枚,3325700X8022,"1,720.9 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320016,ゼルフォーム　８ｃｍ×１２．５ｃｍ×１ｃｍ,枚,3322701X2027,"1,158.8 ",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620805001,アルト原末　５００ｍｇ,管,3326700X1033,205.3 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320015,ゼルフォーム　２ｃｍ×６ｃｍ×０．７ｃｍ,枚,3322701X1020,185.4 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660470005,トロンビン液モチダ　ソフトボトル５千　５，０００単位５ｍＬ,キット,3323702Q2024,961.0 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620006463,トロンビン経口・局所用液５千「Ｆ」　５，０００単位５ｍＬ,瓶,3323702Q1052,719.0 ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320014,スポンゼル　１０ｃｍ×７ｃｍ,枚,3322700X2022,742.8 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320010,サージセル・アブソーバブル・ヘモスタット　５．１ｃｍ×７．６ｃｍ,枚,3325700X5023,"1,186.8 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320012,サージセル・アブソーバブル・ヘモスタット　１０．２×２０．３ｃｍ,枚,3325700X7026,"1,652.5 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,663320011,サージセル・アブソーバブル・ヘモスタット　５．１×３５．６ｃｍ,枚,3325700X6020,"1,563.9 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620006459,トロンビン経口・外用剤５千「Ｆ」　５，０００単位,瓶,3323701X3136,764.2 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660444019,サージセルアブソーバブルヘモスタットニュニット１５．２×２２．９,,3325700S3023,"2,885.7 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620006460,トロンビン経口・外用剤１万「Ｆ」　１０，０００単位,瓶,3323701X4124,"1,154.5 ",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660444017,サージセルアブソーバブルヘモスタットニューニット７．６×１０．２,,3325700S2027,"2,377.1 ",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660406069,トロンビン　５，０００単位,袋,3323701X6011,941.6 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333,血液凝固阻止剤,620009048,ヒルドイドソフト軟膏０．３％,ｇ,3339950M1137,22.2 ,0,"877,930,555 ","128,053,435 ","71,285,013 ","27,099,855 ","14,393,993 ","10,579,955 ","10,411,071 ","11,286,173 ","11,210,205 ","10,250,327 ","9,121,259 ","7,189,394 ","6,873,142 ","7,726,190 ","12,089,252 ","15,873,537 ","20,407,948 ","18,517,023 ","12,964,521 ","5,899,249 ","1,266,319 ","141,155 ","104,514,950 ","63,398,676 ","25,342,661 ","13,510,665 ","11,949,493 ","14,978,615 ","18,091,152 ","19,250,447 ","20,457,894 ","20,483,188 ","17,049,366 ","13,885,914 ","12,866,221 ","15,776,038 ","18,392,520 ","22,679,472 ","20,726,787 ","17,451,086 ","10,407,239 ","3,479,438 ","599,717 "
,,620009049,ヒルドイドローション０．３％,ｇ,3339950Q1074,22.2 ,0,"796,222,951 ","97,956,489 ","57,390,241 ","25,557,949 ","17,279,175 ","10,106,993 ","8,890,252 ","9,090,834 ","8,923,854 ","8,150,617 ","7,526,627 ","6,387,700 ","6,265,173 ","7,051,435 ","10,117,894 ","12,853,627 ","14,911,161 ","12,529,133 ","8,725,200 ","3,973,828 ","888,555 ","122,185 ","84,466,422 ","54,073,411 ","28,069,988 ","19,052,497 ","15,760,643 ","19,414,617 ","20,240,788 ","19,905,735 ","21,161,145 ","22,655,552 ","19,714,554 ","16,331,963 ","14,520,629 ","16,704,612 ","19,311,899 ","22,441,728 ","19,387,397 ","15,293,113 ","9,103,210 ","3,277,330 ","636,800 "
,,622271602,ヘパリン類似物質油性クリーム０．３％「日医工」,ｇ,3339950M1188,8.0 ,1,"557,150,041 ","65,365,811 ","31,737,752 ","12,615,093 ","10,054,615 ","9,749,012 ","9,734,645 ","10,420,879 ","10,090,903 ","9,178,932 ","8,006,180 ","6,382,785 ","6,130,124 ","7,085,954 ","11,522,847 ","14,247,374 ","16,488,049 ","14,765,333 ","10,652,930 ","5,222,877 ","1,191,106 ","117,558 ","52,876,956 ","28,327,701 ","11,250,360 ","8,761,488 ","10,281,891 ","12,349,661 ","13,759,955 ","13,642,775 ","13,729,478 ","13,780,740 ","11,334,192 ","9,224,451 ","8,742,447 ","11,018,978 ","12,295,921 ","14,213,370 ","13,835,428 ","13,434,589 ","9,370,600 ","3,489,216 ","669,084 "
,,620814001,ビーソフテンローション０．３％,ｇ,3339950Q1082,8.0 ,1,"364,992,472 ","22,080,153 ","12,559,133 ","8,852,044 ","11,576,808 ","7,608,018 ","6,633,618 ","6,743,513 ","6,414,886 ","6,101,163 ","5,413,111 ","4,628,298 ","4,375,211 ","4,567,679 ","6,428,929 ","7,588,460 ","8,173,931 ","6,690,662 ","4,747,793 ","2,318,981 ","525,645 ","60,775 ","17,992,640 ","11,542,901 ","10,959,926 ","11,632,115 ","10,607,985 ","12,912,410 ","13,553,947 ","13,287,637 ","14,286,400 ","15,603,620 ","13,230,154 ","10,516,131 ","8,643,101 ","9,425,863 ","10,386,840 ","11,162,511 ","9,684,164 ","8,159,884 ","5,052,928 ","1,904,850 ","357,660 "
,,620813501,ビーソフテンクリーム０．３％,ｇ,3339950N1043,8.0 ,1,"154,552,802 ","11,987,143 ","7,286,590 ","3,623,525 ","3,204,593 ","2,918,055 ","2,890,240 ","3,092,155 ","3,005,156 ","2,802,145 ","2,506,015 ","1,975,884 ","1,913,394 ","2,275,259 ","3,386,333 ","4,308,660 ","5,195,345 ","4,736,404 ","3,685,388 ","1,860,657 ","426,838 ","62,507 ","9,942,973 ","6,578,591 ","3,390,806 ","2,790,982 ","2,954,681 ","3,430,362 ","3,745,325 ","3,751,183 ","4,101,705 ","4,084,238 ","3,398,937 ","2,803,582 ","2,646,238 ","3,317,232 ","3,898,525 ","4,891,126 ","5,117,020 ","5,211,395 ","3,656,806 ","1,421,503 ","277,306 "
,,622378101,ヘパリン類似物質油性クリーム０．３％「ニプロ」,ｇ,3339950M1013,5.3 ,1,"132,957,039 ","16,794,188 ","8,168,099 ","3,312,740 ","2,745,379 ","2,355,373 ","2,426,935 ","2,535,963 ","2,404,805 ","2,192,276 ","1,756,455 ","1,410,096 ","1,353,724 ","1,638,818 ","2,498,336 ","2,932,285 ","3,431,130 ","3,099,084 ","2,300,342 ","1,117,817 ","242,177 ","27,106 ","13,239,287 ","7,151,603 ","2,975,747 ","2,348,513 ","2,688,342 ","3,099,138 ","3,518,881 ","3,350,215 ","3,269,456 ","3,130,157 ","2,532,108 ","2,098,663 ","1,909,123 ","2,432,822 ","2,624,635 ","3,035,765 ","3,068,691 ","2,891,794 ","1,983,498 ","717,074 ","148,400 "
,,622523201,ヘパリン類似物質外用泡状スプレー０．３％「日本臓器」,ｇ,3339950R1169,14.7 ,1,"115,524,257 ","15,668,695 ","8,434,877 ","3,400,639 ","1,540,652 ","956,273 ","975,428 ","1,155,542 ","1,123,636 ","1,020,876 ","942,492 ","918,318 ","973,877 ","1,083,275 ","1,570,520 ","1,816,796 ","2,172,926 ","2,168,947 ","1,847,307 ","984,910 ","260,368 ","34,900 ","13,301,492 ","7,848,325 ","3,428,855 ","1,658,204 ","1,365,484 ","1,888,302 ","2,339,785 ","2,537,548 ","2,805,313 ","3,075,736 ","2,954,305 ","2,549,240 ","2,081,876 ","2,260,802 ","2,719,278 ","3,275,022 ","3,426,988 ","3,450,816 ","2,412,763 ","919,668 ","173,200 "
