診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,660453032,パラセタ坐剤１００　１００ｍｇ,個,1141700J2084,19.3 ,0,"286,409 ","145,067 ","1,147 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"138,235 ","1,227 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660453033,パラセタ坐剤２００　２００ｍｇ,個,1141700J3072,19.9 ,1,"262,111 ","101,682 ","38,146 ","1,220 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"73,455 ","31,048 ","1,117 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,797 ","1,979 ","1,793 ",-,-
,,661140216,インテバン坐剤２５　２５ｍｇ,個,1145700J2016,19.3 ,0,"241,390 ",-,-,-,-,-,-,-,-,"1,353 ","5,163 ","2,035 ","2,081 ","4,254 ","4,890 ","5,021 ","7,352 ","7,946 ","4,513 ","3,301 ",-,-,-,-,-,-,-,-,-,"1,462 ","3,131 ","4,214 ","6,692 ","9,399 ","9,658 ","19,581 ","19,225 ","27,210 ","33,737 ","29,752 ","18,187 ","5,232 ",-
,,622057701,ノルスパンテープ１０ｍｇ,枚,1149704S2027,"2,415.2 ",0,"234,973 ",-,-,-,-,-,-,-,-,"1,918 ","2,930 ","4,634 ","5,021 ","5,428 ","8,607 ","10,809 ","13,716 ","13,932 ","9,702 ","4,440 ",-,-,-,-,-,-,-,-,-,"1,187 ","2,848 ","3,917 ","5,223 ","4,955 ","5,095 ","8,419 ","13,023 ","22,293 ","31,645 ","30,326 ","16,414 ","4,494 ",-
,,620072001,アセトアミノフェン坐剤小児用１００ｍｇ「日新」,個,1141700J2190,19.3 ,0,"219,506 ","112,862 ","1,220 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"103,069 ","1,164 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,661140188,レペタン坐剤０．２ｍｇ,個,1149703J1020,158.7 ,0,"194,598 ",-,-,-,-,-,"1,233 ","1,416 ","1,145 ","2,461 ","8,285 ","13,388 ","8,626 ","7,312 ","10,351 ","9,122 ","7,862 ","8,460 ","3,001 ","1,860 ",-,-,-,-,-,-,-,"2,283 ",-,"3,139 ","7,164 ","6,810 ","13,571 ","13,966 ","16,082 ","9,406 ","10,827 ","7,532 ","8,581 ","5,604 ","1,328 ","1,909 ",-
,,661140189,レペタン坐剤０．４ｍｇ,個,1149703J2027,206.6 ,0,"107,027 ",-,-,-,-,-,-,-,-,"2,402 ","9,127 ","9,558 ","7,141 ","4,190 ","5,664 ","7,508 ","4,854 ","3,467 ","2,161 ",-,-,-,-,-,-,-,-,-,-,"1,144 ","3,244 ","8,948 ","4,320 ","7,890 ","8,851 ","3,665 ","1,194 ","3,595 ","3,062 ","1,797 ",-,-,-
,,622440201,カロナール坐剤４００　４００ｍｇ,個,1141700J4028,41.4 ,0,"89,285 ",-,-,-,-,-,-,-,-,-,-,-,"1,254 ","1,373 ","2,881 ","3,937 ","5,220 ","7,514 ","5,576 ","5,551 ",-,-,-,-,-,-,-,-,-,-,-,"1,368 ",-,"1,321 ","1,409 ","2,929 ","3,586 ","5,238 ","8,551 ","10,408 ","7,893 ","3,978 ",-
,,620114703,ケトプロフェン坐剤５０ｍｇ「ＪＧ」,個,1149700J1108,19.9 ,1,"77,504 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,082 ","1,657 ","1,889 ","3,486 ","2,430 ","1,148 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,293 ","2,658 ","4,151 ","2,944 ","9,740 ","18,603 ","14,299 ","6,422 ",-,-
,,620078654,インドメタシン坐剤５０ｍｇ「ＪＧ」,個,1145700J3012,19.3 ,0,"68,725 ",-,-,-,-,-,-,-,-,"1,048 ","1,131 ","1,210 ","1,725 ","3,228 ","2,095 ","3,090 ","4,257 ","2,784 ","1,735 ","1,189 ",-,-,-,-,-,-,-,-,-,-,"1,309 ","2,539 ","1,260 ","1,727 ","2,466 ","5,433 ","4,771 ","7,486 ","6,529 ","5,524 ","2,898 ",-,-
,,620115303,ケトプロフェン坐剤７５ｍｇ「ＪＧ」,個,1149700J2104,23.1 ,1,"66,999 ",-,-,-,-,-,-,-,-,-,"1,106 ","1,433 ","1,238 ","1,465 ","3,514 ","2,633 ","2,585 ","3,247 ","3,494 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,291 ","1,071 ","1,728 ","3,003 ","6,215 ","7,895 ","9,821 ","7,037 ","2,460 ",-,-
,,620078653,インドメタシン坐剤５０「ＮＰ」　５０ｍｇ,個,1145700J3012,19.3 ,0,"62,874 ",-,-,-,-,-,-,-,"1,125 ","1,072 ","2,005 ","2,139 ","1,128 ","2,034 ","1,750 ","2,948 ","2,951 ","4,414 ","1,308 ",-,-,-,-,-,-,-,-,-,-,-,-,"1,140 ","1,680 ","2,771 ","1,670 ","2,419 ","4,409 ","5,710 ","6,453 ","5,236 ","4,746 ",-,-
,,621362116,ジクロフェナクナトリウム坐剤１２．５ｍｇ「日医工」,個,1147700J1170,19.3 ,1,"60,092 ",-,-,-,-,-,-,-,-,-,-,-,-,"1,255 ",-,-,"1,397 ","1,743 ","1,779 ","1,198 ",-,-,-,-,-,-,-,"1,659 ",-,-,-,-,-,-,-,"1,129 ","2,293 ","6,309 ","11,059 ","10,484 ","11,770 ","1,963 ",-
,,622057801,ノルスパンテープ２０ｍｇ,枚,1149704S3023,"3,721.6 ",0,"54,274 ",-,-,-,-,-,-,-,-,-,"1,197 ","1,658 ","2,172 ","1,850 ","2,072 ","3,165 ","3,967 ","2,394 ","2,204 ",-,-,-,-,-,-,-,-,-,-,-,"1,207 ","1,231 ","1,493 ","1,608 ","1,328 ","2,387 ","3,111 ","4,655 ","5,120 ","5,132 ","2,815 ",-,-
,,661140190,アデフロニックズポ１２．５　１２．５ｍｇ,個,1147700J1022,19.3 ,1,"47,621 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,891 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,047 ","2,841 ","2,855 ","6,965 ","11,256 ","8,772 ","2,594 ","1,570 "
,,620078542,インドメタシン坐剤２５ｍｇ「ＪＧ」,個,1145700J2016,19.3 ,0,"43,308 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,452 ","1,133 ","1,900 ","1,249 ","1,178 ",-,-,-,-,-,-,-,-,-,-,"1,225 ",-,-,-,-,"2,620 ","3,266 ","4,211 ","7,356 ","7,242 ","3,762 ","1,183 ",-
,,621939501,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＪＧ」,個,1147700J1146,19.3 ,1,"40,832 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,183 ","1,203 ","1,259 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,413 ","4,263 ","6,219 ","7,519 ","6,713 ","2,237 ",-
,,621362109,ジクロフェナクＮａ坐剤１２．５ｍｇ「日新」,個,1147700J1197,19.3 ,1,"37,079 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,508 ","1,446 ","1,481 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,059 ",-,-,"1,618 ","3,422 ","6,383 ","6,420 ","6,253 ","2,358 ",-
,,661140274,ボンフェナック坐剤１２．５　１２．５ｍｇ,個,1147700J1090,19.3 ,1,"34,873 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,757 ","2,076 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,336 ",-,"1,946 ","5,377 ","9,280 ","5,669 ","2,150 ",-
,,620115203,ケトプロフェン坐剤７５ｍｇ「日新」,個,1149700J2112,23.1 ,1,"34,778 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,384 ","1,488 ","1,596 ","1,344 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,138 ","3,695 ","4,364 ","4,674 ","3,640 ","2,581 ",-,-
,,620115601,フェルデン坐剤２０ｍｇ,個,1149701J1145,64.3 ,0,"32,463 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,086 ","1,998 ","1,294 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,245 ","1,781 ","1,981 ","5,197 ","4,698 ","4,735 ","1,934 ",-,-
,,622054402,アセトアミノフェン坐剤小児用５０ｍｇ「ＪＧ」,個,1141700J1118,19.3 ,0,"31,326 ","13,906 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,364 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,621391601,レクトス注腸軟膏５０ｍｇ,筒,1147700J5036,95.7 ,1,"28,887 ",-,-,-,-,-,-,-,-,-,-,-,"1,236 ","1,399 ","1,431 ","1,504 ","1,565 ","1,517 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,058 ","1,088 ","1,861 ","2,122 ","2,974 ","2,415 ","1,643 ",-,-,-
,,620078541,インドメタシン坐剤２５「ＮＰ」　２５ｍｇ,個,1145700J2016,19.3 ,0,"28,717 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,290 ","1,054 ",-,"1,752 ","1,173 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,475 ","4,458 ","4,594 ","6,797 ","2,361 ","1,173 ",-
,,620114603,ケトプロフェン坐剤５０ｍｇ「日新」,個,1149700J1116,19.9 ,1,"21,510 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,467 ","1,416 ","1,890 ","4,319 ","2,982 ",-,"1,550 ",-
,,620115402,ケトプロフェン坐剤７５ｍｇ「ＳＮ」,個,1149700J2120,23.1 ,1,"20,196 ",-,-,-,-,-,-,-,-,-,-,"1,339 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,057 ",-,-,-,"1,122 ","2,004 ","2,733 ","1,418 ",-,-,-
,,621362808,ピロキシカム坐剤２０ｍｇ「ＪＧ」,個,1149701J1161,20.0 ,1,"18,153 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,160 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,133 ","1,875 ","3,233 ","1,976 ","1,527 ",-,-
,,621362225,ジクロフェナクＮａ坐剤２５ｍｇ「ツルハラ」,個,1147700J2240,19.9 ,1,"16,494 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,122 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,722 ","2,486 ","3,773 ","1,213 ",-,-
,,620005282,バキソ坐剤２０ｍｇ,個,1149701J1102,64.4 ,0,"13,743 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,111 ",-,"1,966 ","3,152 ","2,090 ",-,-,-
,,621391501,レクトス注腸軟膏２５ｍｇ,筒,1147700J4030,94.2 ,1,"13,489 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,387 ",-,"1,863 ","1,592 ",-,-,-
,,621362118,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＣＨ」,個,1147700J1162,19.3 ,1,"12,178 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,228 ","1,335 ","2,252 ","2,219 ",-,-
,,621577201,ジクロフェナクＮａ坐剤５０ｍｇ「ツルハラ」,個,1147700J3289,19.9 ,1,"11,442 ",-,-,-,-,-,-,-,-,-,-,-,"1,655 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,512 ",-,-,-,-
,,621968301,カロナール坐剤小児用５０　５０ｍｇ,個,1141700J1088,19.3 ,0,"11,210 ","5,033 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,050 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,621953701,アセトアミノフェン坐剤小児用５０ｍｇ「ＴＹＫ」,個,1141700J1053,19.3 ,0,"9,803 ","4,470 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,313 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,621938202,アセトアミノフェン坐剤小児用５０ｍｇ「日新」,個,1141700J1126,19.3 ,0,"9,075 ","4,212 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,733 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,661140020,インドメタシン坐剤　５０ｍｇ,個,1145700J3012,19.3 ,0,"7,589 ",-,-,-,-,-,-,-,-,-,-,-,-,"1,001 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,061 ",-,-,-,-,-
,,661140225,インドメタシン坐剤２５「イセイ」　２５ｍｇ,個,1145700J2016,19.3 ,0,"6,220 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,770 ",-,-,-
,,661140251,インドメタシン坐剤５０「イセイ」　５０ｍｇ,個,1145700J3012,19.3 ,0,"4,314 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620078525,ミカメタン坐剤２５ｍｇ,個,1145700J2016,19.3 ,0,"3,377 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620078406,インドメタシン坐剤１２．５ｍｇ「ＪＧ」,個,1145700J1010,19.3 ,0,"3,229 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,030 ",-,-
,,620078630,ミカメタン坐剤５０ｍｇ,個,1145700J3012,19.3 ,0,"3,133 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,661140019,インドメタシン坐剤　２５ｍｇ,個,1145700J2016,19.3 ,0,"3,018 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,622131701,パラセタ坐剤小児用５０　５０ｍｇ,個,1141700J1100,19.3 ,0,"1,876 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,088 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620001383,インドメタシン坐剤シオエ５０　５０ｍｇ,個,1145700J3012,19.3 ,0,"1,793 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,620001382,インドメタシン坐剤シオエ２５　２５ｍｇ,個,1145700J2016,19.3 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,621362115,ジクロフェナクＮａ坐剤１２．５ｍｇ「ツルハラ」,個,1147700J1189,19.3 ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660406096,ベギータ坐剤２５　２５ｍｇ,個,1147700J2169,19.9 ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,660406097,ベギータ坐剤５０　５０ｍｇ,個,1147700J3181,19.9 ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,661140022,インドメタシン坐剤　１２．５ｍｇ,個,1145700J1010,19.3 ,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,622131802,ケトプロフェン坐剤５０ｍｇ「ＳＮ」,個,1149700J1124,19.9 ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,抗パーキンソン剤,622163701,ニュープロパッチ９ｍｇ,枚,1169700S3028,634.9 ,0,"4,897,801 ",-,-,-,-,-,-,"1,807 ","3,442 ","7,935 ","24,660 ","46,930 ","86,354 ","143,577 ","272,344 ","378,827 ","456,587 ","364,478 ","162,845 ","30,556 ","1,857 ",-,-,-,-,-,-,-,"1,598 ","3,679 ","7,562 ","25,761 ","34,926 ","75,220 ","148,605 ","345,508 ","516,595 ","643,976 ","627,577 ","369,836 ","97,831 ","14,585 ",-
,,622163601,ニュープロパッチ４．５ｍｇ,枚,1169700S2021,412.8 ,0,"4,139,903 ",-,-,-,"1,165 ","1,256 ","3,392 ","3,902 ","6,792 ","15,158 ","33,201 ","49,177 ","87,164 ","105,128 ","211,955 ","292,338 ","368,471 ","301,140 ","158,202 ","31,925 ","4,693 ",-,-,-,-,"1,401 ","2,760 ","4,203 ","4,752 ","9,968 ","16,631 ","30,926 ","48,349 ","71,805 ","127,703 ","240,547 ","381,368 ","526,710 ","528,169 ","321,441 ","123,254 ","22,752 ","1,790 "
,,622163801,ニュープロパッチ１３．５ｍｇ,枚,1169700S4024,817.9 ,0,"3,513,304 ",-,-,-,-,-,-,-,"2,281 ","5,585 ","19,225 ","36,287 ","75,293 ","106,581 ","219,457 ","262,855 ","346,933 ","239,114 ","90,718 ","18,625 ",-,-,-,-,-,-,-,-,-,-,"4,944 ","14,267 ","27,525 ","61,520 ","124,916 ","255,170 ","386,272 ","496,524 ","440,543 ","208,793 ","62,710 ","4,214 ",-
,,622478301,ニュープロパッチ１８ｍｇ,枚,1169700S5020,978.6 ,0,"3,048,155 ",-,-,-,-,-,-,-,"4,306 ","8,158 ","26,114 ","35,829 ","77,723 ","111,709 ","228,538 ","269,321 ","295,870 ","196,164 ","78,730 ","9,749 ",-,-,-,-,-,-,-,-,-,"1,728 ","4,333 ","14,197 ","26,032 ","67,699 ","120,574 ","240,600 ","332,966 ","385,190 ","310,213 ","159,441 ","37,143 ","4,848 ",-
,,622163501,ニュープロパッチ２．２５ｍｇ,枚,1169700S1025,268.2 ,0,"1,601,782 ",-,-,"1,187 ","1,946 ","1,744 ","4,071 ","6,133 ","12,190 ","22,875 ","31,448 ","33,035 ","38,955 ","39,984 ","75,431 ","81,957 ","112,740 ","91,295 ","49,917 ","15,884 ","1,199 ",-,-,-,-,"3,884 ","5,881 ","6,956 ","9,424 ","14,255 ","20,254 ","31,897 ","34,818 ","32,701 ","49,512 ","75,785 ","128,848 ","170,058 ","182,496 ","138,937 ","56,379 ","14,057 ","1,100 "
119,その他の中枢神経系用薬,622085101,リバスタッチパッチ１８ｍｇ,枚,1190700S4036,415.1 ,0,"8,235,503 ",-,-,-,-,-,-,-,-,-,"1,306 ","2,322 ","6,031 ","26,156 ","73,564 ","174,017 ","452,111 ","769,757 ","681,557 ","275,106 ","48,163 ","1,505 ",-,-,-,-,-,-,-,-,-,"1,483 ","2,766 ","9,463 ","26,475 ","98,460 ","252,760 ","754,917 ","1,448,450 ","1,764,798 ","1,051,324 ","285,553 ","26,164 "
,,622082401,イクセロンパッチ１８ｍｇ,枚,1190700S4028,417.2 ,0,"7,192,674 ",-,-,-,-,-,-,-,-,-,-,"1,088 ","9,046 ","22,627 ","63,439 ","170,816 ","426,221 ","672,620 ","574,629 ","239,534 ","30,970 ","2,615 ",-,-,-,-,-,-,-,-,-,"1,081 ","2,643 ","12,148 ","24,925 ","85,002 ","246,145 ","658,991 ","1,286,154 ","1,524,414 ","898,523 ","213,207 ","24,619 "
,,622084901,リバスタッチパッチ９ｍｇ,枚,1190700S2033,368.5 ,0,"5,463,635 ",-,-,-,-,-,-,-,-,-,-,"2,935 ","6,015 ","13,566 ","45,271 ","113,563 ","268,989 ","436,493 ","420,855 ","181,795 ","35,438 ","2,577 ",-,-,-,-,-,-,-,-,-,"1,645 ","1,660 ","6,284 ","21,255 ","58,550 ","180,903 ","499,943 ","975,425 ","1,191,702 ","753,011 ","217,119 ","25,813 "
,,622081701,イクセロンパッチ９ｍｇ,枚,1190700S2025,371.2 ,0,"4,138,211 ",-,-,-,-,-,-,-,-,-,-,"1,379 ","3,816 ","11,604 ","34,833 ","91,935 ","221,170 ","336,897 ","323,751 ","134,006 ","25,414 ","1,958 ",-,-,-,-,-,-,-,-,-,"1,428 ","1,227 ","6,005 ","14,328 ","49,934 ","144,746 ","388,366 ","745,432 ","881,469 ","549,757 ","146,543 ","20,882 "
,,622084801,リバスタッチパッチ４．５ｍｇ,枚,1190700S1037,327.7 ,0,"3,880,348 ",-,-,-,-,-,-,-,-,-,-,"1,790 ","3,366 ","9,468 ","32,195 ","90,950 ","212,642 ","314,280 ","291,153 ","143,706 ","27,041 ","3,921 ",-,-,-,-,-,-,-,-,-,"1,331 ","2,024 ","4,139 ","10,517 ","43,022 ","120,569 ","373,436 ","685,160 ","802,061 ","519,074 ","168,134 ","19,401 "
,,622085001,リバスタッチパッチ１３．５ｍｇ,枚,1190700S3030,395.6 ,0,"2,383,101 ",-,-,-,-,-,-,-,-,-,-,"1,081 ","1,628 ","4,240 ","17,411 ","44,453 ","113,542 ","200,381 ","196,156 ","77,362 ","13,831 ","1,485 ",-,-,-,-,-,-,-,-,-,-,"1,252 ","3,117 ","6,952 ","28,197 ","83,339 ","232,511 ","429,927 ","519,076 ","315,111 ","82,853 ","8,251 "
,,622081601,イクセロンパッチ４．５ｍｇ,枚,1190700S1029,329.8 ,0,"2,356,423 ",-,-,-,-,-,-,-,-,-,-,"1,025 ","2,794 ","7,331 ","22,533 ","53,316 ","122,780 ","197,220 ","162,406 ","79,772 ","17,800 ","2,229 ",-,-,-,-,-,-,-,-,-,-,-,"3,925 ","8,131 ","32,304 ","84,146 ","218,032 ","426,398 ","487,301 ","310,546 ","99,482 ","13,987 "
,,622082301,イクセロンパッチ１３．５ｍｇ,枚,1190700S3021,398.2 ,0,"1,970,418 ",-,-,-,-,-,-,-,-,-,-,"1,726 ","2,069 ","6,202 ","17,326 ","46,279 ","105,412 ","176,755 ","152,401 ","66,781 ","6,669 ","1,148 ",-,-,-,-,-,-,-,-,-,-,-,"2,394 ","6,261 ","24,233 ","71,707 ","190,389 ","369,102 ","408,870 ","248,070 ","59,209 ","6,963 "
121,局所麻酔剤,620003852,キシロカインゼリー２％,ｍＬ,1214700P1054,7.3 ,0,"4,492,774 ","28,789 ","38,041 ","27,865 ","33,773 ","37,808 ","35,304 ","46,403 ","81,497 ","116,136 ","147,868 ","130,309 ","140,743 ","156,129 ","269,180 ","324,345 ","350,954 ","322,182 ","186,786 ","88,791 ","23,747 ","2,010 ","29,568 ","20,161 ","26,404 ","34,490 ","29,550 ","37,135 ","47,332 ","54,939 ","71,751 ","73,130 ","96,567 ","110,464 ","104,031 ","134,437 ","175,402 ","179,263 ","236,900 ","215,855 ","147,842 ","65,745 ","13,149 "
,,661210006,キシロカイン液「４％」,ｍＬ,1214700Q1033,12.8 ,0,"745,065 ",-,-,"1,944 ",-,"2,230 ","3,661 ","2,329 ","9,509 ","12,927 ","9,944 ","17,509 ","31,038 ","42,552 ","64,586 ","64,490 ","58,567 ","37,290 ","15,071 ","2,171 ",-,-,-,-,-,"4,194 ","4,075 ","2,559 ","2,678 ","15,655 ","18,301 ","22,916 ","14,107 ","18,615 ","42,594 ","37,595 ","48,048 ","59,140 ","41,210 ","26,021 ","6,933 ","1,396 ",-
,,620007571,アネトカインゼリー２％,ｍＬ,1214700P1062,4.5 ,1,"684,839 ","17,735 ","7,380 ","6,980 ","5,550 ","5,700 ","9,700 ","11,175 ","14,031 ","15,190 ","20,760 ","19,667 ","23,840 ","27,393 ","51,900 ","54,145 ","41,927 ","34,200 ","18,750 ","10,580 ","3,800 ",-,"16,003 ","8,625 ","5,330 ","10,230 ","5,540 ","4,970 ","9,750 ","15,750 ","9,984 ","10,627 ","10,659 ","11,918 ","14,950 ","25,501 ","22,749 ","30,055 ","27,506 ","20,758 ","15,780 ","5,870 ",-
,,620007779,ペンレステープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,枚,1214701S1051,42.8 ,0,"71,597 ","2,651 ","8,183 ",-,-,-,-,-,-,-,"1,261 ","2,294 ","1,555 ","3,824 ","5,636 ","7,454 ","5,498 ","4,859 ","2,930 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,579 ","1,769 ","3,758 ","1,320 ","3,907 ","4,310 ","1,993 ",-,-,-,-
,,621395202,リドカインテープ１８ｍｇ「ＹＰ」　３０．５ｍｍ×５０．０ｍｍ,枚,1214701S1086,32.4 ,1,"63,927 ",-,-,-,-,-,-,-,-,-,-,"1,815 ","1,544 ","3,205 ","4,620 ","7,244 ","8,826 ","4,607 ","2,484 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,522 ",-,"1,248 ","2,530 ","4,597 ","5,716 ","3,979 ","1,526 ","1,544 ",-,-
,,622138101,エムラクリーム,ｇ,1219800N1023,187.0 ,0,"50,045 ",-,"1,170 ",-,-,-,-,-,-,-,"1,415 ","2,725 ","1,925 ","2,275 ","3,915 ","5,950 ","3,590 ","1,925 ",-,-,-,-,-,"1,400 ",-,-,-,-,-,-,"1,050 ",-,"1,815 ","1,400 ","1,105 ","2,350 ","2,320 ","3,150 ","1,120 ","1,110 ",-,-,-
