type,code,ingredient,norm,v1,v2,v3,name,maker,generic,brand,authorized,price,deadline,note
内用薬,1129009F2170,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,17.90 ,,
内用薬,1129009F2188,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,全星薬品工業,後発品,,,17.90 ,,
内用薬,1129009F2218,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,17.90 ,,
内用薬,1129009F2234,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,日本ケミファ,後発品,,,17.90 ,,
内用薬,1129009F2242,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,17.90 ,,
内用薬,1129009F2269,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,高田製薬,後発品,,,17.90 ,,
内用薬,1129009F2277,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「テバ」,武田テバ薬品,後発品,,,17.90 ,,
内用薬,1129009F2285,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,東和薬品,後発品,,,17.90 ,,
内用薬,1129009F2307,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,日新製薬（山形）,後発品,,,17.90 ,,
内用薬,1129009F2315,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ファイザー」,ファイザー,後発品,,,17.90 ,,
内用薬,1129009F2331,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,17.90 ,,
内用薬,1129009F2358,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,17.90 ,,
内用薬,1129009F2366,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰＩ」,東洋カプセル,後発品,,,17.90 ,,
内用薬,1129009F3010,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩５ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,1129009F3028,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,エルメッド,後発品,,,10.90 ,,
内用薬,1129009F3044,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.90 ,,
内用薬,1129009F3052,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,救急薬品工業,後発品,,,17.80 ,,
内用薬,1129009F3060,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.90 ,,
内用薬,1129009F4016,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩１０ｍｇ口腔内崩壊錠,,後発品,,,14.10 ,,
内用薬,1129009F4024,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＥＥ」,エルメッド,後発品,,,17.90 ,,
内用薬,1129009F4032,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,17.90 ,,
内用薬,1129009F4040,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,17.90 ,,
内用薬,1129009F4059,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,救急薬品工業,後発品,,,29.60 ,,
内用薬,1129009F4067,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,17.90 ,,
内用薬,1129009S1023,ゾルピデム酒石酸塩,５ｍｇ１ｍＬ１包,,,,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,高田製薬,後発品,,,60.40 ,,
内用薬,1129009S2020,ゾルピデム酒石酸塩,１０ｍｇ２ｍＬ１包,,,,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,高田製薬,後発品,,,94.90 ,,
内用薬,1129010F1028,エスゾピクロン,１ｍｇ１錠,,,,ルネスタ錠１ｍｇ,エーザイ,,先発品,,47.30 ,,
内用薬,1129010F2024,エスゾピクロン,２ｍｇ１錠,,,,ルネスタ錠２ｍｇ,エーザイ,,先発品,,75.20 ,,
内用薬,1129010F3020,エスゾピクロン,３ｍｇ１錠,,,,ルネスタ錠３ｍｇ,エーザイ,,先発品,,94.60 ,,
内用薬,1131001A1038,アセチルフェネトライド,１ｇ,,,,クランポール末,大日本住友製薬,,,,67.90 ,,
内用薬,1131001F1035,アセチルフェネトライド,２００ｍｇ１錠,,,,クランポール錠２００ｍｇ,大日本住友製薬,,,,17.80 ,,
内用薬,1132001A1035,エトトイン,１ｇ,,,,アクセノン末,大日本住友製薬,,,,83.90 ,,
内用薬,1132002B1019,フェニトイン,１０％１ｇ,局,,,フェニトイン散,,,,,12.10 ,,
内用薬,1132002F1010,フェニトイン,２５ｍｇ１錠,局,,,フェニトイン錠,,,,,12.10 ,,
内用薬,1132002F2017,フェニトイン,１００ｍｇ１錠,局,,,フェニトイン錠,,,,,12.90 ,,
内用薬,1133002B1032,トリメタジオン,６６．７％１ｇ,,,,ミノアレ散６６．７％,日医工,,,,17.60 ,,
内用薬,1135002C1059,プリミドン,９９．５％１ｇ,,,,プリミドン細粒９９．５％「日医工」,日医工,,,,28.70 ,,
内用薬,1135002F1055,プリミドン,２５０ｍｇ１錠,,,,プリミドン錠２５０ｍｇ「日医工」,日医工,,,,9.50 ,,
内用薬,1137001F1039,スルチアム,５０ｍｇ１錠,,,,オスポロット錠５０ｍｇ,共和薬品工業,,,,6.50 ,,
内用薬,1137001F2035,スルチアム,２００ｍｇ１錠,,,,オスポロット錠２００ｍｇ,共和薬品工業,,,,21.70 ,,
内用薬,1139001B1031,エトスクシミド,５０％１ｇ,,,,エピレオプチマル散５０％,エーザイ,,,,37.90 ,,
内用薬,1139001Q1042,エトスクシミド,５％１ｍＬ,,,,ザロンチンシロップ５％,第一三共,,,,7.40 ,,
内用薬,1139002C1066,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「アメル」,共和薬品工業,後発品,,,14.60 ,,
内用薬,1139002C1082,カルバマゼピン,５０％１ｇ,,,,テグレトール細粒５０％,サンファーマ,,準先発品,○,20.70 ,,
内用薬,1139002C1090,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「フジナガ」,藤永製薬,後発品,,,14.60 ,,
内用薬,1139002F1062,カルバマゼピン,２００ｍｇ１錠,,,,テグレトール錠２００ｍｇ,サンファーマ,,準先発品,○,9.70 ,,
内用薬,1139002F1070,カルバマゼピン,２００ｍｇ１錠,,,,カルバマゼピン錠２００ｍｇ「アメル」,共和薬品工業,後発品,,,6.40 ,,
内用薬,1139002F1100,カルバマゼピン,２００ｍｇ１錠,,,,カルバマゼピン錠２００ｍｇ「フジナガ」,藤永製薬,後発品,,,6.40 ,,
内用薬,1139002F2026,カルバマゼピン,１００ｍｇ１錠,,,,テグレトール錠１００ｍｇ,サンファーマ,,準先発品,○,6.00 ,,
内用薬,1139002F2042,カルバマゼピン,１００ｍｇ１錠,,,,カルバマゼピン錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,5.70 ,,
内用薬,1139002F2050,カルバマゼピン,１００ｍｇ１錠,,,,カルバマゼピン錠１００ｍｇ「フジナガ」,藤永製薬,後発品,,,5.70 ,,
内用薬,1139003C1044,クロナゼパム,０．１％１ｇ,局,,,リボトリール細粒０．１％,太陽ファルマ,,先発品,,12.30 ,,
内用薬,1139003C1052,クロナゼパム,０．１％１ｇ,局,,,ランドセン細粒０．１％,大日本住友製薬,,先発品,,12.40 ,,
内用薬,1139003C2040,クロナゼパム,０．５％１ｇ,局,,,リボトリール細粒０．５％,太陽ファルマ,,先発品,,45.90 ,,
内用薬,1139003C2059,クロナゼパム,０．５％１ｇ,局,,,ランドセン細粒０．５％,大日本住友製薬,,先発品,,47.50 ,,
内用薬,1139003F1040,クロナゼパム,０．５ｍｇ１錠,局,,,リボトリール錠０．５ｍｇ,太陽ファルマ,,先発品,,9.30 ,,
内用薬,1139003F1059,クロナゼパム,０．５ｍｇ１錠,局,,,ランドセン錠０．５ｍｇ,大日本住友製薬,,先発品,,9.30 ,,
内用薬,1139003F2047,クロナゼパム,１ｍｇ１錠,局,,,リボトリール錠１ｍｇ,太陽ファルマ,,先発品,,12.40 ,,
内用薬,1139003F2055,クロナゼパム,１ｍｇ１錠,局,,,ランドセン錠１ｍｇ,大日本住友製薬,,先発品,,12.90 ,,
内用薬,1139003F3043,クロナゼパム,２ｍｇ１錠,局,,,リボトリール錠２ｍｇ,太陽ファルマ,,先発品,,21.80 ,,
内用薬,1139003F3051,クロナゼパム,２ｍｇ１錠,局,,,ランドセン錠２ｍｇ,大日本住友製薬,,先発品,,22.40 ,,
内用薬,1139004C1014,バルプロ酸ナトリウム,２０％１ｇ,,,,バルプロ酸ナトリウム２０％細粒,,後発品,,,11.10 ,,
内用薬,1139004C1057,バルプロ酸ナトリウム,２０％１ｇ,,,,デパケン細粒２０％,協和キリン,,先発品,○,13.40 ,,
内用薬,1139004C2010,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸ナトリウム４０％細粒,,後発品,,,16.00 ,,
内用薬,1139004C2061,バルプロ酸ナトリウム,４０％１ｇ,,,,デパケン細粒４０％,協和キリン,,先発品,○,20.20 ,,
内用薬,1139004D1010,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸ナトリウム４０％徐放顆粒,,後発品,,,23.10 ,,
内用薬,1139004D1052,バルプロ酸ナトリウム,４０％１ｇ,,,,セレニカＲ顆粒４０％,興和,,先発品,○,30.90 ,,
内用薬,1139004F1010,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸ナトリウム１００ｍｇ錠,,後発品,,,9.30 ,,
内用薬,1139004F1096,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケン錠１００ｍｇ,協和キリン,,先発品,○,10.10 ,,
内用薬,1139004F2017,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,バルプロ酸ナトリウム２００ｍｇ錠,,後発品,,,6.20 ,,
内用薬,1139004F2106,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バレリン錠２００ｍｇ,大日本住友製薬,後発品,,,10.10 ,R3.3.31まで,
内用薬,1139004F2173,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケン錠２００ｍｇ,協和キリン,,先発品,○,11.50 ,,
内用薬,1139004F2181,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸Ｎａ錠２００ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.10 ,R3.3.31まで,
内用薬,1139004F2190,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,藤永製薬,後発品,,,10.10 ,,
内用薬,1139004F2203,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」,大日本住友製薬,後発品,,,10.10 ,,R2.6.19収載
内用薬,1139004G1040,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケンＲ錠１００ｍｇ,協和キリン,,先発品,○,9.10 ,,
内用薬,1139004G1059,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸Ｎａ徐放Ｂ錠１００ｍｇ「トーワ」,東和薬品,後発品,,,6.90 ,R2.9.30まで,
内用薬,1139004G1067,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,バルプロ酸ナトリウムＳＲ錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,6.90 ,,
内用薬,1139004G1075,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,バルプロ酸ナトリウム徐放錠Ａ１００ｍｇ「トーワ」,東和薬品,後発品,,,6.90 ,,
内用薬,1139004G2039,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,セレニカＲ錠２００ｍｇ,興和,,先発品,○,18.30 ,,
内用薬,1139004G2055,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,共和薬品工業,後発品,,,10.30 ,,
内用薬,1139004G2063,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケンＲ錠２００ｍｇ,協和キリン,,先発品,○,14.30 ,,
内用薬,1139004G2071,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,バルプロ酸Ｎａ徐放Ｂ錠２００ｍｇ「トーワ」,東和薬品,後発品,,,10.30 ,R2.9.30まで,
内用薬,1139004G2080,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウム徐放錠Ａ２００ｍｇ「トーワ」,東和薬品,後発品,,,10.30 ,,
内用薬,1139004G3027,バルプロ酸ナトリウム,４００ｍｇ１錠,,,,セレニカＲ錠４００ｍｇ,興和,,先発品,,30.00 ,,
内用薬,1139004Q1089,バルプロ酸ナトリウム,５％１ｍＬ,局,,,バレリンシロップ５％,大日本住友製薬,後発品,,,6.80 ,R3.3.31まで,
内用薬,1139004Q1100,バルプロ酸ナトリウム,５％１ｍＬ,局,,,デパケンシロップ５％,協和キリン,,先発品,○,7.70 ,,
内用薬,1139004Q1119,バルプロ酸ナトリウム,５％１ｍＬ,局,,,バルプロ酸ナトリウムシロップ５％「日医工」,日医工,後発品,,,6.80 ,,
内用薬,1139004Q1127,バルプロ酸ナトリウム,５％１ｍＬ,局,,,バルプロ酸Ｎａシロップ５％「フジナガ」,藤永製薬,後発品,,,6.80 ,,
内用薬,1139004Q1135,バルプロ酸ナトリウム,５％１ｍＬ,局,,,バルプロ酸ナトリウムシロップ５％「ＤＳＰ」,大日本住友製薬,後発品,,,6.80 ,,R2.6.19収載
内用薬,1139005B1013,ゾニサミド,２０％１ｇ,,,,ゾニサミド２０％散,,後発品,,,31.20 ,,
内用薬,1139005B1048,ゾニサミド,２０％１ｇ,,,,エクセグラン散２０％,大日本住友製薬,,先発品,○,48.90 ,,
内用薬,1139005F1015,ゾニサミド,１００ｍｇ１錠,,,,ゾニサミド１００ｍｇ錠,,後発品,,,15.40 ,,
内用薬,1139005F1023,ゾニサミド,１００ｍｇ１錠,局,,,エクセグラン錠１００ｍｇ,大日本住友製薬,,先発品,○,25.40 ,,
内用薬,1139006C1030,クロバザム,１％１ｇ,,,,マイスタン細粒１％,大日本住友製薬,,先発品,,30.60 ,,
内用薬,1139006F1028,クロバザム,５ｍｇ１錠,,,,マイスタン錠５ｍｇ,大日本住友製薬,,先発品,,20.00 ,,
内用薬,1139006F2024,クロバザム,１０ｍｇ１錠,,,,マイスタン錠１０ｍｇ,大日本住友製薬,,先発品,,34.80 ,,
内用薬,1139007F1022,ガバペンチン,２００ｍｇ１錠,,,,ガバペン錠２００ｍｇ,富士製薬工業,,先発品,,40.90 ,,
内用薬,1139007F2029,ガバペンチン,３００ｍｇ１錠,,,,ガバペン錠３００ｍｇ,富士製薬工業,,先発品,,54.90 ,,
内用薬,1139007F3025,ガバペンチン,４００ｍｇ１錠,,,,ガバペン錠４００ｍｇ,富士製薬工業,,先発品,,67.20 ,,
内用薬,1139007Q1023,ガバペンチン,５％１ｍＬ,,,,ガバペンシロップ５％,富士製薬工業,,先発品,,22.80 ,,
内用薬,1139008C1020,トピラマート,１０％１ｇ,,,,トピナ細粒１０％,協和キリン,,先発品,,174.30 ,,
内用薬,1139008F1027,トピラマート,５０ｍｇ１錠,,,,トピナ錠５０ｍｇ,協和キリン,,先発品,○,82.70 ,,
内用薬,1139008F1035,トピラマート,５０ｍｇ１錠,,,,トピラマート錠５０ｍｇ「アメル」,共和薬品工業,後発品,,,30.00 ,,
内用薬,1139008F2023,トピラマート,１００ｍｇ１錠,,,,トピナ錠１００ｍｇ,協和キリン,,先発品,○,135.20 ,,
内用薬,1139008F2031,トピラマート,１００ｍｇ１錠,,,,トピラマート錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,47.20 ,,
内用薬,1139008F3020,トピラマート,２５ｍｇ１錠,,,,トピナ錠２５ｍｇ,協和キリン,,先発品,○,49.20 ,,
内用薬,1139008F3038,トピラマート,２５ｍｇ１錠,,,,トピラマート錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,18.10 ,,
内用薬,1139009F1021,ラモトリギン,２ｍｇ１錠,,,,ラミクタール錠小児用２ｍｇ,グラクソ・スミスクライン,,先発品,○,10.50 ,,
内用薬,1139009F1030,ラモトリギン,２ｍｇ１錠,,,,ラモトリギン錠小児用２ｍｇ「サワイ」,沢井製薬,後発品,,,5.90 ,,
内用薬,1139009F1048,ラモトリギン,２ｍｇ１錠,,,,ラモトリギン錠小児用２ｍｇ「トーワ」,東和薬品,後発品,,,5.90 ,,
内用薬,1139009F1056,ラモトリギン,２ｍｇ１錠,,,,ラモトリギン錠小児用２ｍｇ「日医工」,日医工,後発品,,,5.90 ,,
内用薬,1139009F2028,ラモトリギン,５ｍｇ１錠,,,,ラミクタール錠小児用５ｍｇ,グラクソ・スミスクライン,,先発品,○,20.40 ,,
内用薬,1139009F2036,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「サワイ」,沢井製薬,後発品,,,9.00 ,,
内用薬,1139009F2044,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「トーワ」,東和薬品,後発品,,,9.00 ,,
内用薬,1139009F2052,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「日医工」,日医工,後発品,,,9.00 ,,
内用薬,1139009F3024,ラモトリギン,２５ｍｇ１錠,,,,ラミクタール錠２５ｍｇ,グラクソ・スミスクライン,,先発品,○,63.60 ,,
内用薬,1139009F3032,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,32.60 ,,
内用薬,1139009F3040,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,24.40 ,,
内用薬,1139009F3059,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「サワイ」,沢井製薬,後発品,,,24.40 ,,
内用薬,1139009F3067,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「トーワ」,東和薬品,後発品,,,24.40 ,,
内用薬,1139009F3075,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「日医工」,日医工,後発品,,,24.40 ,,
内用薬,1139009F4020,ラモトリギン,１００ｍｇ１錠,,,,ラミクタール錠１００ｍｇ,グラクソ・スミスクライン,,先発品,○,168.60 ,,
内用薬,1139009F4039,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,87.40 ,,
内用薬,1139009F4047,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,65.70 ,,
内用薬,1139009F4055,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,65.70 ,,
内用薬,1139009F4063,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,65.70 ,,
内用薬,1139009F4071,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「日医工」,日医工,後発品,,,65.70 ,,
