区分,薬価基準収載医薬品コード,成分名,規格,品名,,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,,,,,
外用薬,1319739Q1134,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ケミファ」,日本ケミファ,後発品,,,482.90,,,,,,,
外用薬,1319739Q1150,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「サワイ」,沢井製薬,後発品,,,312.00,,,,,,,
外用薬,1319739Q1169,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「三和」,三和化学研究所,後発品,,,312.00,,,,,,,
外用薬,1319739Q1177,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「センジュ」,千寿製薬,後発品,,,482.90,,,,,,,
外用薬,1319739Q1185,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「タカタ」,高田製薬,後発品,,,482.90,,,,,,,
外用薬,1319739Q1193,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「トーワ」,東和薬品,後発品,,,482.90,,,,,,,
外用薬,1319739Q1207,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「日医工」,日医工,後発品,,,312.00,,,,,,,
外用薬,1319739Q1215,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニッテン」,ニッテン,後発品,,,482.90,,,,,,,
外用薬,1319739Q1223,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニットー」,日東メディック,後発品,,,482.90,,,,,,,
外用薬,1319739Q1231,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「マイラン」,マイラン製薬,後発品,,,482.90,H27.3.31まで,,,,,,
外用薬,1319739Q1240,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「わかもと」,わかもと製薬,後発品,,,482.90,,,,,,,
外用薬,1319739Q1258,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロストＰＦ点眼液０．００５％「日点」,日本点眼薬研究所,後発品,,,482.90,,,,,,,
外用薬,1319739Q1266,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＮＰ」,ニプロ,後発品,,,482.90,,,,,,,
外用薬,1319739Q1274,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＣＨ」,長生堂製薬,後発品,,,482.90,,,,,,,
外用薬,1319739Q1282,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＴＹＫ」,大正薬品工業,後発品,,,482.90,,,,,,,
外用薬,1319739Q1290,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「杏林」,キョーリンリメディオ,後発品,,,312.00,,,,,,,
外用薬,1319739Q1304,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「サンド」,サンド,後発品,,,482.90,,H26.5.30収載,,,,,
外用薬,1319740Q1048,ニプラジロール,０．２５％１ｍＬ,,,,ニプラノール点眼液０．２５％,テイカ製薬,,先発品,○,318.40,,,,,,,
外用薬,1319740Q1056,ニプラジロール,０．２５％１ｍＬ,,,,ハイパジールコーワ点眼液０．２５％,興和,,先発品,○,376.50,,,,,,,
外用薬,1319740Q1064,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「ＴＯＡ」,東亜薬品,後発品,,,271.60,,,,,,,
外用薬,1319740Q1072,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「サワイ」,沢井製薬,後発品,,,271.60,,,,,,,
外用薬,1319740Q1080,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「ニッテン」,ニッテン,後発品,,,271.60,,,,,,,
外用薬,1319740Q1099,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロールＰＦ点眼液０．２５％「日点」,日本点眼薬研究所,後発品,,,271.60,,,,,,,
外用薬,1319740Q1102,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「わかもと」,わかもと製薬,後発品,,,271.60,,,,,,,
外用薬,1319741Q1042,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,,アイビナール点眼液０．０１％,ＭＳＤ,,先発品,,983.90,H28.3.31まで,,,,,,
外用薬,1319741Q1050,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,,ケタス点眼液０．０１％,杏林製薬,,先発品,,977.30,,,,,,,
外用薬,1319742Q1039,レボフロキサシン水和物,０．５％１ｍＬ,局,,,クラビット点眼液０．５％,参天製薬,,先発品,○,114.90,,,,,,,
外用薬,1319742Q1047,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＣＨ」,長生堂製薬,後発品,,,51.00,H28.3.31まで,,,,,,
外用薬,1319742Q1055,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＦＦＰ」,富士フイルムファーマ,後発品,,,71.60,,,,,,,
外用薬,1319742Q1063,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＪＧ」,日本ジェネリック,後発品,,,71.60,,,,,,,
外用薬,1319742Q1071,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＮＰ」,ニプロ,後発品,,,71.60,H26.9.30まで,,,,,,
外用薬,1319742Q1080,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＯＡ」,東亜薬品,後発品,,,71.60,,,,,,,
外用薬,1319742Q1098,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＳ」,テイカ製薬,後発品,,,71.60,,,,,,,
外用薬,1319742Q1101,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＹＤ」,陽進堂,後発品,,,71.60,,,,,,,
外用薬,1319742Q1110,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「アメル」,共和薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q1128,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「オーハラ」,大原薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q1136,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「科研」,ダイト,後発品,,,71.60,,,,,,,
外用薬,1319742Q1144,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「キッセイ」,キッセイ薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q1152,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「杏林」,キョーリンリメディオ,後発品,,,71.60,,,,,,,
外用薬,1319742Q1179,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「タカタ」,高田製薬,後発品,,,71.60,,,,,,,
外用薬,1319742Q1187,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「トーワ」,東和薬品,後発品,,,71.60,H27.3.31まで,,,,,,
外用薬,1319742Q1195,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日医工」,日医工,後発品,,,71.60,,,,,,,
外用薬,1319742Q1209,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日新」,日新製薬（山形）,後発品,,,71.60,,,,,,,
外用薬,1319742Q1217,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,71.60,,,,,,,
外用薬,1319742Q1225,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「マイラン」,マイラン製薬,後発品,,,71.60,H27.3.31まで,,,,,,
外用薬,1319742Q1233,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「わかもと」,わかもと製薬,後発品,,,71.60,,,,,,,
外用薬,1319742Q1241,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＹＫ」,大正薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q1250,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ファイザー」,ファイザー,後発品,,,71.60,,H27.10.1局方品,,,,,
外用薬,1319742Q1268,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＫＯＧ」,興和,後発品,,,51.00,,,,,,,
外用薬,1319742Q1276,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ニプロ」,ニプロ,後発品,,,71.60,,,,,,,
外用薬,1319742Q2019,レボフロキサシン水和物,１．５％１ｍＬ,,,,レボフロキサシン１．５％１ｍＬ点眼液,,後発品,,,29.10,,,,,,,
外用薬,1319742Q2027,レボフロキサシン水和物,１．５％１ｍＬ,局,,,クラビット点眼液１．５％,参天製薬,,先発品,○,116.00,,,,,,,
外用薬,1319742Q2035,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＦＦＰ」,富士フイルムファーマ,後発品,,,71.60,,,,,,,
外用薬,1319742Q2043,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＫＯＧ」,興和,後発品,,,71.60,,,,,,,
外用薬,1319742Q2051,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＴＳ」,テイカ製薬,後発品,,,71.60,,,,,,,
外用薬,1319742Q2060,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＹＤ」,陽進堂,後発品,,,71.60,,,,,,,
外用薬,1319742Q2078,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「アメル」,共和薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q2094,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「科研」,ダイト,後発品,,,71.60,,,,,,,
外用薬,1319742Q2108,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「杏林」,キョーリンリメディオ,後発品,,,71.60,,,,,,,
外用薬,1319742Q2116,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「タカタ」,高田製薬,後発品,,,71.60,,,,,,,
外用薬,1319742Q2124,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「テバ」,大正薬品工業,後発品,,,71.60,,,,,,,
外用薬,1319742Q2132,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「日新」,日新製薬（山形）,後発品,,,71.60,,,,,,,
外用薬,1319742Q2140,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ファイザー」,ファイザー,後発品,,,71.60,,,,,,,
外用薬,1319743Q1033,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロナック点眼液０．１％,千寿製薬,,先発品,○,110.90,,,,,,,
外用薬,1319743Q1041,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロムフェナクＮａ点眼液０．１％「日新」,日新製薬（山形）,後発品,,,69.60,,,,,,,
外用薬,1319743Q1050,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロムフェナクＮａ点眼液０．１％「ニットー」,東亜薬品,後発品,,,69.60,,H27.12.11収載,,,,,
外用薬,1319744Q1020,レボブノロール塩酸塩,０．５％１ｍＬ,,,,ミロル点眼液０．５％,杏林製薬,,先発品,○,416.10,,,,,,,
外用薬,1319744Q1038,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩点眼液０．５％「ニッテン」,ニッテン,後発品,,,306.10,,,,,,,
外用薬,1319744Q1046,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩ＰＦ点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,306.10,,,,,,,
外用薬,1319745Q1024,アシタザノラスト水和物,５ｍｇ５ｍＬ１瓶,,,,ゼペリン点眼液０．１％,わかもと製薬,,先発品,,920.70,,,,,,,
外用薬,1319746Q1029,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,リボスチン点眼液０．０２５％,ヤンセンファーマ,,先発品,○,141.70,,,,,,,
外用薬,1319746Q1037,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＴＳ」,テイカ製薬,後発品,,,101.90,,,,,,,
外用薬,1319746Q1045,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「サワイ」,沢井製薬,後発品,,,101.90,,,,,,,
外用薬,1319746Q1053,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「ＴＯＡ」,東亜薬品,後発品,,,101.90,,,,,,,
外用薬,1319746Q1061,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「三和」,三和化学研究所,後発品,,,101.90,,,,,,,
外用薬,1319746Q1070,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「わかもと」,わかもと製薬,後発品,,,101.90,,,,,,,
外用薬,1319746Q1088,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「イセイ」,コーアイセイ,後発品,,,101.90,,,,,,,
外用薬,1319746Q1096,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＦＦＰ」,富士フイルムファーマ,後発品,,,101.90,,,,,,,
外用薬,1319746Q1100,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ファイザー」,ファイザー,後発品,,,101.90,,,,,,,
外用薬,1319746Q1118,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＫＯＧ」,興和,後発品,,,101.90,,,,,,,
外用薬,1319747Q1023,ブナゾシン塩酸塩,０．０１％１ｍＬ,,,,デタントール０．０１％点眼液,参天製薬,,先発品,,315.30,,,,,,,
外用薬,1319748Q1036,ブリンゾラミド,１％１ｍＬ,,,,エイゾプト懸濁性点眼液１％,日本アルコン,,先発品,,450.70,,,,,,,
外用薬,1319749Q1030,ガチフロキサシン水和物,０．３％１ｍＬ,,,,ガチフロ点眼液０．３％,千寿製薬,,先発品,,129.00,,,,,,,
外用薬,1319750Q1025,シクロスポリン,０．１％０．４ｍＬ１個,,,,パピロックミニ点眼液０．１％,参天製薬,,先発品,,208.90,,,,,,,
外用薬,1319751Q1020,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,オゼックス点眼液０．３％,富山化学工業,,先発品,,152.10,,,,,,,
外用薬,1319751Q1038,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,トスフロ点眼液０．３％,日東メディック,,先発品,,152.10,,,,,,,
外用薬,1319752Q1024,オロパタジン塩酸塩,０．１％１ｍＬ,,,,パタノール点眼液０．１％,日本アルコン,,先発品,,197.50,,,,,,,
外用薬,1319753Q1029,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,ベガモックス点眼液０．５％,日本アルコン,,先発品,,130.50,,,,,,,
外用薬,1319754Q1023,トラボプロスト,０．００４％１ｍＬ,,,,トラバタンズ点眼液０．００４％,日本アルコン,,先発品,,"1,007.60",,,,,,,
外用薬,1319755Q1028,タクロリムス水和物,０．１％５ｍＬ１瓶,,,,タリムス点眼液０．１％,千寿製薬,,先発品,,"9,651.30",,,,,,,
外用薬,1319756Q1022,タフルプロスト,０．００１５％１ｍＬ,,,,タプロス点眼液０．００１５％,参天製薬,,先発品,,985.20,,,,,,,
外用薬,1319756Q2029,タフルプロスト,０．００１５％０．３ｍＬ１個,,,,タプロスミニ点眼液０．００１５％,参天製薬,,先発品,,99.70,,,,,,,
外用薬,1319757Q1027,ビマトプロスト,０．０３％１ｍＬ,,,,ルミガン点眼液０．０３％,千寿製薬,,先発品,,959.70,,,,,,,
外用薬,1319758Q1021,ジクアホソルナトリウム,３％５ｍＬ１瓶,,,,ジクアス点眼液３％,参天製薬,,先発品,,641.20,,,,,,,
外用薬,1319759Q1026,ネパフェナク,０．１％１ｍＬ,,,,ネバナック懸濁性点眼液０．１％,日本アルコン,,先発品,,191.30,,,,,,,
外用薬,1319760Q1029,レバミピド,２％０．３５ｍＬ１本,,,,ムコスタ点眼液ＵＤ２％,大塚製薬,,先発品,,27.10,,,,,,,
外用薬,1319761Q1023,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,アイファガン点眼液０．１％,千寿製薬,,先発品,,450.70,,,,,,,
外用薬,1319762Q1028,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,アレジオン点眼液０．０５％,参天製薬,,先発品,,382.70,,,,,,,
